OBJECTID,DESCRIPTION,NAREA,Max_FAR,INSIDE_X,INSIDE_Y,DETAIL,LANDUSE_CODE,ShapeSTArea,ShapeSTLength
439,Marine Gateway,0.44322445,,489511.87902173,5505423.46049317,"Applies to both navigable and non-navigable marine and foreshore areas where marine industry and employment, waterfront revitalization and recreation activities must be balanced with the preservation and enhancement of the coastal environment of Howe Sound. Marine Gateway allows for marine transportation and shipping, the port terminal, and storage of marine vessels (small craft, non-motorized, and motorized) in serviced marinas or other designated moorage locations. This designation includes coastal flood protection and marine-based recreation infrastructure and amenities, marine parks and conservation areas where no development is intended, and public safety and emergency response operations (including RCMP Coastal Watch and Marine Search and Rescue). Some very limited water residential (float homes) and commercial in authorized water lots is permitted where they meet OCP goals and objectives.",12,4432.24438476562,268.911781891833
441,Downtown Gateway,11.87265885,2.8,489201.09263659,5505645.52210872,"Applies to lands located within and in close proximity to the entry to Downtown. The primary land uses supported under this designation are commercial and commercial mixed-uses. Supported complementary uses include civic, institutional, public realm, greenways, transportation-related buildings and services, transportation corridors, and other infrastructure. The Downtown Gateway area is a preferred location for a multi-modal transportation hub. Residential-only land uses are not supported under this land use designation. Redevelopment that includes large format retail is only supported in mixed-use developments that incorporate higher residential density and high employment lands density. The maximum floor area ratio is 2.8.",7,118732.296875,2745.39044653599
442,Marine Gateway,8.91e-06,,489058.26828188,5505794.01696934,"Applies to both navigable and non-navigable marine and foreshore areas where marine industry and employment, waterfront revitalization and recreation activities must be balanced with the preservation and enhancement of the coastal environment of Howe Sound. Marine Gateway allows for marine transportation and shipping, the port terminal, and storage of marine vessels (small craft, non-motorized, and motorized) in serviced marinas or other designated moorage locations. This designation includes coastal flood protection and marine-based recreation infrastructure and amenities, marine parks and conservation areas where no development is intended, and public safety and emergency response operations (including RCMP Coastal Watch and Marine Search and Rescue). Some very limited water residential (float homes) and commercial in authorized water lots is permitted where they meet OCP goals and objectives.",12,0.0888671875,17.2416568789614
443,Marine Gateway,1.5e-05,,489261.3343,5505617.88496667,"Applies to both navigable and non-navigable marine and foreshore areas where marine industry and employment, waterfront revitalization and recreation activities must be balanced with the preservation and enhancement of the coastal environment of Howe Sound. Marine Gateway allows for marine transportation and shipping, the port terminal, and storage of marine vessels (small craft, non-motorized, and motorized) in serviced marinas or other designated moorage locations. This designation includes coastal flood protection and marine-based recreation infrastructure and amenities, marine parks and conservation areas where no development is intended, and public safety and emergency response operations (including RCMP Coastal Watch and Marine Search and Rescue). Some very limited water residential (float homes) and commercial in authorized water lots is permitted where they meet OCP goals and objectives.",12,0.150146484375,51.1470641074462
444,Civic and Institutional,1.02539192,,488679.23100945,5504900.86323975,"Applies to lands designated for civic and community institutional purposes for municipal, educational or cultural activities. This includes: municipal facilities and schools that are located outside the Downtown or Residential Neighbourhoods designation; health and welfare services; places of worship, burial and assembly; public care; government offices; and public safety.",5,10253.9191894531,512.743628222196
449,"Parks, Greenway Corridor and Recreation",10.86366353,,490424.5423525,5507776.20416335,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,108636.635253906,1428.55041428649
450,Conservation and Ecological Reserves,21.68467234,,488350.96905492,5505019.6459667,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,216846.723632812,4793.67885840878
451,"Parks, Greenway Corridor and Recreation",0.00076113,,488367.43001547,5505035.94796249,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,7.611083984375,49.640556394204
453,"Parks, Greenway Corridor and Recreation",0.00159103,,488135.50586667,5504890.71373333,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,15.91015625,66.8777190628105
454,Conservation and Ecological Reserves,0.30338544,,488123.32614253,5504578.7601656,"Applies to natural or semi-natural areas with high environmental values intended for conservation. Lands consist of protected areas and ecological reserves with an established management plan that identifies the primary focus as habitat protection or environmentally sensitive lands. These lands are secured by federal, provincial or municipal ownership, legal conservation covenant, or protected area zoning (in future). Examples include the Skwelwil'em Wildlife Management Area (Squamish Estuary), Brackendale Eagles Provincial Park, and Baynes Island Ecological Reserve. This designation supports natural areas recognized as providing critical ecological services such as flood protection and stormwater management.",1,3033.85375976562,1133.11700122328
457,Downtown Commercial Centre,4.97336037,2.3,488988.21825199,5505223.27899033,"Applies to the central business area of Downtown, which forms the primary commercial area of Squamish. The primary land uses supported under this designation are commercial and commercial mixed-uses. Supported complementary uses include arts, culture, civic, institutional, parks, and greenways. Residential-only land uses and large format retail is not supported under this land use designation. The maximum floor area ratio in the Downtown Commercial Centre is 3.0. For properties fronting Cleveland Avenue between Pemberton Avenue and Main Street, the maximum floor area ratio is 2.3 except for development projects comprised of 100% employment space in which case the maximum floor area ratio is 3.0.",8,49733.6042480469,1458.77648089172
458,Mixed Employment,7e-08,1.7,488722.20856667,5504750.43973333,"Applies to lands intended for a creative, complementary and flexible mix of employment generating uses in transitional employment and light industrial areas. This includes Downtown South which is intended to maintain an eclectic, funky character. Supported uses in the mixed employment areas include civic, institutional, artisan, arts, culture, limited retail, business office, professional office, light industrial, residential mixed-use, parks, and greenways. Residential-only and retail-only land uses are not supported under this land use designation. The maximum floor area ratio for Mixed Employment areas in Downtown Squamish is 1.7.",10,0.00048828125,0.672223763862411
460,Mixed Employment,10.11959761,1.7,488544.38600431,5504768.40172401,"Applies to lands intended for a creative, complementary and flexible mix of employment generating uses in transitional employment and light industrial areas. This includes Downtown South which is intended to maintain an eclectic, funky character. Supported uses in the mixed employment areas include civic, institutional, artisan, arts, culture, limited retail, business office, professional office, light industrial, residential mixed-use, parks, and greenways. Residential-only and retail-only land uses are not supported under this land use designation. The maximum floor area ratio for Mixed Employment areas in Downtown Squamish is 1.7.",10,101195.9765625,1461.38442566653
461,Mixed Employment,3.81245874,1.7,489405.48043528,5505542.06362641,"Applies to lands intended for a creative, complementary and flexible mix of employment generating uses in transitional employment and light industrial areas. This includes Downtown South which is intended to maintain an eclectic, funky character. Supported uses in the mixed employment areas include civic, institutional, artisan, arts, culture, limited retail, business office, professional office, light industrial, residential mixed-use, parks, and greenways. Residential-only and retail-only land uses are not supported under this land use designation. The maximum floor area ratio for Mixed Employment areas in Downtown Squamish is 1.7.",10,38124.5595703125,1322.39927362334
462,Mamquam Blind Channel,14.06230949,1.8,488975.78840214,5504922.68177101,"Applies to upland parcels and water lots along the western side and upper reaches of the Mamquam Blind Channel. The primary land uses supported under this designation are residential mixed-use, civic, institutional, marine-oriented, parks, and recreational at the water’s edge. A significant public realm along the waterfront is envisioned in this area. Pocket commercial components of mixed-use development along the public realm are expected in order to help activate the waterfront. Residential-only land uses are not supported under this land use designation. Limited float home residential uses are supported in defined areas of the Mamquam Blind Channel. For properties east of Highway 99 in the lower Scott Crescent area, the maximum floor area ratio is 1.5. For properties west of Highway 99, the maximum floor area ratio is 1.8. A higher maximum floor area ratio may be appropriate for the southern portion adjacent to the Oceanfront Peninsula sub area. ",9,140623.093994141,3503.87076845477
463,Mamquam Blind Channel,0.00012243,1.8,489409.1769,5505449.51133333,"Applies to upland parcels and water lots along the western side and upper reaches of the Mamquam Blind Channel. The primary land uses supported under this designation are residential mixed-use, civic, institutional, marine-oriented, parks, and recreational at the water’s edge. A significant public realm along the waterfront is envisioned in this area. Pocket commercial components of mixed-use development along the public realm are expected in order to help activate the waterfront. Residential-only land uses are not supported under this land use designation. Limited float home residential uses are supported in defined areas of the Mamquam Blind Channel. For properties east of Highway 99 in the lower Scott Crescent area, the maximum floor area ratio is 1.5. For properties west of Highway 99, the maximum floor area ratio is 1.8. A higher maximum floor area ratio may be appropriate for the southern portion adjacent to the Oceanfront Peninsula sub area. ",9,1.224365234375,11.7382158202336
464,Mamquam Blind Channel,7.65700954,1.8,489659.66059064,5505572.33189445,"Applies to upland parcels and water lots along the western side and upper reaches of the Mamquam Blind Channel. The primary land uses supported under this designation are residential mixed-use, civic, institutional, marine-oriented, parks, and recreational at the water’s edge. A significant public realm along the waterfront is envisioned in this area. Pocket commercial components of mixed-use development along the public realm are expected in order to help activate the waterfront. Residential-only land uses are not supported under this land use designation. Limited float home residential uses are supported in defined areas of the Mamquam Blind Channel. For properties east of Highway 99 in the lower Scott Crescent area, the maximum floor area ratio is 1.5. For properties west of Highway 99, the maximum floor area ratio is 1.8. A higher maximum floor area ratio may be appropriate for the southern portion adjacent to the Oceanfront Peninsula sub area. ",9,76570.2893066406,3091.88805115788
467,Resource and Recreation,2.723e-05,,490124.34016667,5512001.717,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,0.2724609375,79.5806052592298
470,Resource and Recreation,0.04734568,,490110.65366982,5512145.30057277,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,473.456298828125,699.659383241453
471,Resource and Recreation,4.249e-05,,490084.2427982,5512489.26506585,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,0.425048828125,34.3479335099192
472,Resource and Recreation,8.87073494,,489874.20450225,5513142.38222531,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,88707.3498535156,1604.57200384441
473,Resource and Recreation,0.00291954,,489952.63573333,5513731.68526667,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,29.195556640625,202.792014702191
474,Resource and Recreation,0.00230241,,489992.23693333,5513894.3279,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,23.02392578125,303.848833466232
475,Resource and Recreation,0.03166414,,490060.42879418,5514097.40395562,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,316.641357421875,598.86498969353
476,Resource and Recreation,199.55433287,,490561.56140737,5513091.15653217,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,1995543.33569336,8118.65510749529
477,Resource and Recreation,25.4801357,,490653.08309537,5515361.67990871,"While a small proportion is privately held, much of the lands designated Resource & Recreation are provincial Crown lands upon which a range of resource uses and activities occur. These lands are subject to land use agreements with First Nations (such as those outlined in Sea to Sky Land Resource Management Plan), legislation and provincial policy. Resource & Recreation lands lie largely (but not exclusively) outside the municipal Growth Management Boundary. Resource & Recreation lands support a wide array of ‘frontcountry’ public and commercial recreation uses, campgrounds and equestrian facilities, extraction and processing areas (e.g. sand and gravel facilities, and forestry operations), and dispersed rural residential that is not connected to municipal services. Trail and recreation assets of vital importance to the community exist throughout Resource & Recreation areas for preservation, active planning and management. Resource & Recreation lands also include inaccessible areas with significant terrain constraints, environmental sensitivity and/or cultural importance. The presence of Squamish Nation cultural sites, training and management areas noted for their cultural and high wildlife habitat values and natural wilderness characteristics in these areas is acknowledged.",18,254801.355712891,2190.61960871469
479,Residential Neighbourhood,144.15993501,,489181.27511042,5512337.35703151,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,1447469.65722656,9529.424118089
482,Residential Neighbourhood,0.04009182,,488705.63151454,5511781.11456089,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,400.918212890625,92.5825531984385
483,Residential Neighbourhood,0.00713464,,490051.12405874,5512033.23604259,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,71.346435546875,211.093578635569
484,Residential Neighbourhood,0.00295759,,490101.90206667,5511870.803,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,29.576171875,124.96483292225
485,Residential Neighbourhood,0.00082012,,490087.22461016,5511932.84021488,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,8.201416015625,63.9413538876524
486,Residential Neighbourhood,0.00080554,,490005.61876667,5512126.81726667,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,8.055419921875,110.583494253816
487,Residential Neighbourhood,3.938e-05,,489801.10356667,5512369.51916667,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,0.3935546875,13.1513036155353
491,Residential Neighbourhood,35.1207333,,490442.07212753,5511602.17088738,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,351207.329833984,5428.88332602453
493,Residential Neighbourhood,8.34170409,,490140.0774099,5510862.76191144,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,83417.0415039062,1995.36054395459
494,Residential Neighbourhood,0.00196246,,490337.49222222,5510805.42772414,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,19.6240234375,89.9143146546019
495,"Parks, Greenway Corridor and Recreation",3.5132029,,490648.2215943,5510915.93884727,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,35132.0285644531,1015.41926997894
496,"Parks, Greenway Corridor and Recreation",46.62396702,,490615.96861623,5510760.44988445,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,369195.997802734,10100.4642480947
871,"Parks, Greenway Corridor and Recreation",36.76122804,,488026.15535096,5507074.22170075,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,367612.279785156,10787.8786067056
872,"Parks, Greenway Corridor and Recreation",1.50829421,,487056.1099635,5504108.01157588,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,15082.94140625,1820.80786993326
874,"Parks, Greenway Corridor and Recreation",0.55555556,,487454.61678705,5505825.32118769,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,5555.55493164062,951.040555749219
876,"Parks, Greenway Corridor and Recreation",0.00019327,,489030.29836951,5504569.4208584,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,1.932861328125,9.23620669045506
877,"Parks, Greenway Corridor and Recreation",3.916e-05,,488929.00498135,5504435.11217833,"Applies to lands permanently set aside for: provincial, regional and municipal parks; major recreational areas and natural greenway or ‘blueway’ corridors; selected areas within the 200-year floodplain; campgrounds; golf courses; and selected undeveloped portions of the Highway corridor. This designation also supports stormwater management and other ecological functions within natural areas, and provides for community uses and amenities such as social gathering and activity spaces, civic facilities, recreation access and play spaces, gardening, and respite spaces.",2,0.39111328125,3.16331055479519
1268,"Parks, Greenway Corridor and Recreation",1.53885851,,490251.80080048,5505708.48605256,"Applies to all urban and suburban neighbourhoods and includes: a wide range of housing types; neighbourhood commercial; institutional uses such as schools and places of worship; utilities and neighbourhood parks; and open spaces typically found within residential areas and are located outside of areas designated as Downtown. Mixed residential and commercial uses are allowed within the same building in areas that are identified as a neighbourhood node. The areas identified as Residential Neighbourhoods are intended to accommodate residential growth for Squamish.",3,15388.5849609375,556.73029543812
1671,Conservation and Ecological Reserves,0.0003496,,488368.84580045,5504478.42269738,"Applies to the central business area of Downtown, which forms the primary commercial area of Squamish. The primary land uses supported under this designation are commercial and commercial mixed-uses. Supported complementary uses include arts, culture, civic, institutional, parks, and greenways. Residential-only land uses and large format retail is not supported under this land use designation. The maximum floor area ratio in the Downtown Commercial Centre is 3.0. For properties fronting Cleveland Avenue between Pemberton Avenue and Main Street, the maximum floor area ratio is 2.3 except for development projects comprised of 100% employment space in which case the maximum floor area ratio is 3.0.",1,3.49658203125,11.6083228238597
1672,Conservation and Ecological Reserves,1.151e-05,,488378.31413333,5504472.61973333,"Applies to the central business area of Downtown, which forms the primary commercial area of Squamish. The primary land uses supported under this designation are commercial and commercial mixed-uses. Supported complementary uses include arts, culture, civic, institutional, parks, and greenways. Residential-only land uses and large format retail is not supported under this land use designation. The maximum floor area ratio in the Downtown Commercial Centre is 3.0. For properties fronting Cleveland Avenue between Pemberton Avenue and Main Street, the maximum floor area ratio is 2.3 except for development projects comprised of 100% employment space in which case the maximum floor area ratio is 3.0.",1,0.115234375,2.72534989412373
1673,Conservation and Ecological Reserves,3.79e-06,,488393.65456667,5504462.19153333,"Applies to the central business area of Downtown, which forms the primary commercial area of Squamish. The primary land uses supported under this designation are commercial and commercial mixed-uses. Supported complementary uses include arts, culture, civic, institutional, parks, and greenways. Residential-only land uses and large format retail is not supported under this land use designation. The maximum floor area ratio in the Downtown Commercial Centre is 3.0. For properties fronting Cleveland Avenue between Pemberton Avenue and Main Street, the maximum floor area ratio is 2.3 except for development projects comprised of 100% employment space in which case the maximum floor area ratio is 3.0.",1,0.0380859375,1.58467458853644
